id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,host_id
50037846,Davids little hideaway,District 8,32.68011,-96.60883,Camper/RV,Entire home/apt,2,1.0,1.0,120.0,1,3,,,,,,,,False,374383934
50169622,Historic home **Walk to everything * Gated,District 2,32.81075,-96.81198,Entire home,Entire home/apt,12,4.0,5.0,414.0,2,1125,4.94,4.94,4.69,5.0,5.0,4.81,4.88,False,24462521
50188065,Queen size bedroom. Vaccinated only!,District 12,33.00402,-96.79706,Private room in home,Private room,2,1.0,2.0,46.0,1,4,5.0,5.0,4.91,5.0,5.0,4.91,4.82,False,64684142
50190133,Peaceful & Perfect location in N. Dallas,District 12,33.00261,-96.8033,Private room in home,Private room,1,1.0,1.0,35.0,3,1125,5.0,5.0,5.0,4.91,5.0,4.91,5.0,False,92346646
50211212,Modern luxury apartment near downtown,District 2,32.80263,-96.77729,Entire rental unit,Entire home/apt,3,1.0,2.0,85.0,1,365,4.87,4.84,4.89,4.93,4.96,4.82,4.78,True,363191315
50239167,Cozy twin bunk bed in Quiet North Dallas area #1,District 10,32.91512,-96.73054,Shared room in home,Shared room,1,1.0,,21.0,1,1125,4.83,4.75,4.83,4.92,4.92,5.0,4.83,True,312876969
50414214,Lovely Spacious 2Kings Beds Dwntwn |Deep Ellum|,District 2,32.80603,-96.77336,Entire rental unit,Entire home/apt,6,1.0,3.0,113.0,1,1,3.88,3.88,3.88,4.0,3.88,3.63,3.75,True,339857476
50546657,Everything you need | 2 BR in Dallas,District 14,32.80957,-96.79413,Entire serviced apartment,Entire home/apt,5,2.0,2.0,239.0,30,365,,,,,,,,True,358058606
50546682,Everything you need | 2 BR in Dallas,District 14,32.80809,-96.79373,Entire serviced apartment,Entire home/apt,5,2.0,2.0,238.0,30,365,,,,,,,,True,358058606
50559149,Homey 1BR Apt |Near DT|Deep Ellum|LowerGreenville,District 2,32.8028,-96.77121,Entire rental unit,Entire home/apt,4,1.0,2.0,106.0,1,1125,5.0,5.0,4.85,5.0,5.0,4.69,4.54,False,381968845
50590475,Home Away From Home Oasis * Free Parking*Pool*GYM,District 11,32.92547,-96.77661,Entire rental unit,Entire home/apt,4,1.0,1.0,117.0,1,90,4.96,5.0,4.96,4.79,4.92,4.71,4.83,False,408744362
50655752,*Spacious  Condo / Perfect for travel nurse.,District 3,32.69906,-96.89952,Entire condo,Entire home/apt,6,2.0,1.0,134.0,1,1125,,,,,,,,False,83327719
50794422,LUXURIOUS MODERN Downtown Dallas. West Dallas Home,District 6,32.78439,-96.84645,Entire home,Entire home/apt,6,2.0,4.0,205.0,2,10,4.65,4.85,4.95,5.0,4.8,3.9,4.8,True,187435977
51001996,Royale Blue Modern Home |Downtown |Deep Ellum |2BR,District 2,32.80642,-96.77445,Entire rental unit,Entire home/apt,8,2.0,4.0,203.0,1,1125,3.67,3.67,3.42,4.17,4.25,3.83,3.33,True,339857476
51015479,Beautiful 1 BR King | | Downtown Dallas | Free Valet Parking,District 2,32.77694,-96.79502,Entire rental unit,Entire home/apt,4,2.0,3.0,100.0,2,365,4.69,4.72,4.75,4.75,4.88,4.84,4.78,True,229096489
51070853,Inviting Condo by the Lake w/ Yard & Parking,District 14,32.81315,-96.73449,Entire condo,Entire home/apt,4,1.0,1.0,119.0,84,365,4.93,5.0,4.8,4.93,5.0,5.0,5.0,False,35999704
51073259,New Listing!!! Modern Boho Chic Travelers Haven,District 11,32.88492,-96.77277,Entire condo,Entire home/apt,5,2.0,3.0,130.0,30,1125,4.5,4.5,5.0,5.0,5.0,5.0,4.5,True,356896257
51214755,FAMILY FUN 2/2 Apt at White Rock Lake,District 9,32.83069,-96.70536,Entire rental unit,Entire home/apt,5,2.0,2.0,229.0,1,7,3.33,2.67,3.0,4.0,5.0,3.67,3.0,False,342240389
51233733,Walk Everywhere! 1BR Uptown Corner Unit | Gym+Pool,District 14,32.80553,-96.79484,Entire rental unit,Entire home/apt,4,1.0,2.0,142.0,6,365,4.5,4.63,4.25,4.5,4.88,5.0,4.63,False,372645485
51250562,5 Min From DownTown Luxury 1 Bedroom / King Suite,District 2,32.82742,-96.84745,Entire rental unit,Entire home/apt,4,1.0,1.0,130.0,1,150,4.86,5.0,4.71,4.57,5.0,5.0,5.0,True,414947138
51264907,"Casa Indigo: Extended Stays, Pets OK, Fenced yard!",District 1,32.753323,-96.837936,Entire home,Entire home/apt,6,2.0,4.0,193.0,2,120,5.0,5.0,5.0,5.0,5.0,5.0,4.77,False,56393267
51290725,Artistic STUDIO on Katy Trail in Uptown,District 14,32.80685,-96.80052,Entire rental unit,Entire home/apt,4,1.0,3.0,64.0,1,365,4.44,4.56,4.5,4.5,4.63,4.5,4.56,True,42083772
51331484,"Luxury, Convenient, Private & Well Appointed",District 9,32.83179,-96.67449,Entire guesthouse,Entire home/apt,4,1.0,2.0,118.0,3,1125,5.0,5.0,4.88,5.0,5.0,4.88,5.0,False,415725578
51409785,"5 mins to Baylor, Uptown, Downtown, Deep Ellum! | Pool, Parking + Gym",District 14,32.79189,-96.79398,Entire rental unit,Entire home/apt,5,2.0,3.0,177.0,5,365,4.83,4.67,4.67,4.83,5.0,4.83,4.5,False,384827082
51486450,Highland Park Gem! ,District 14,32.82279,-96.81219,Entire condo,Entire home/apt,2,,1.0,69.0,2,1125,4.85,5.0,4.62,4.92,5.0,4.85,4.77,True,23755971
51491560,SMART HOME MINS TO DOWNTOWN and BIG STORES,District 11,32.91775,-96.77395,Entire rental unit,Entire home/apt,3,1.0,1.0,131.0,2,7,4.84,4.95,4.84,4.95,4.95,4.95,4.79,False,311073918
51502434,~EXTENDED STAY~ Affordable in DFW! Free WiFi!,District 10,32.91552,-96.73767,Entire rental unit,Entire home/apt,2,1.0,1.0,79.0,28,1125,4.0,4.2,4.2,4.6,4.4,3.4,3.6,True,329464978
51519634,Sunny Studio Lorraine Full Kitchen & Parking,District 14,32.80042,-96.78718,Entire rental unit,Entire home/apt,2,,1.0,61.0,2,1125,4.76,4.76,4.76,4.96,4.68,4.72,4.84,False,51662786
51558547,"Luxe Warehouse in Downtown Dallas, TX",District 2,32.76749,-96.78802,Entire home,Entire home/apt,10,2.0,5.0,679.0,2,28,4.94,4.89,5.0,4.94,4.94,4.78,4.89,False,417677922
51603773,Stunning Remodeled Home in The Heart of Dallas,District 13,32.90026,-96.87706,Entire home,Entire home/apt,9,4.0,5.0,150.0,2,365,4.82,4.95,4.89,5.0,4.95,4.68,4.91,True,413236511
51652086,Executive Equipped Airbnb in Historic Neighborhood,District 2,32.79727,-96.77649,Entire rental unit,Entire home/apt,3,1.0,1.0,140.0,19,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,23916014
51673319,Dallas 2BR Premium Loft with Downtown + Pool Views,District 2,32.77813,-96.79694,Entire rental unit,Entire home/apt,8,2.0,2.0,148.0,1,90,4.8,4.9,4.9,4.75,4.85,4.9,4.8,True,36151189
51760943,CozySuites | Gorgeous 1BR 1BA Apartment Downtown,District 14,32.78282,-96.7995,Entire rental unit,Entire home/apt,3,1.0,2.0,136.0,2,180,4.6,4.8,4.4,4.6,5.0,5.0,4.6,True,372592509
51802969, The Jungalow Retreat ,District 9,32.83673,-96.69375,Entire home,Entire home/apt,6,2.0,2.0,134.0,4,365,4.78,4.83,4.72,4.94,4.89,4.56,4.72,False,38561005
51822225,Peaceful place with King Bed near downtown,District 2,32.80157,-96.75906,Entire rental unit,Entire home/apt,3,1.0,1.0,94.0,1,365,4.44,4.56,4.33,4.78,4.78,3.89,4.0,False,376399998
51838313,Unfurnished room available in New Lakeview Home,District 9,32.80636,-96.49327,Private room in home,Private room,1,1.0,,35.0,5,95,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,34821388
51838888,Light & Bright Home Near Bishop Arts,District 1,32.73463,-96.86913,Entire home,Entire home/apt,6,3.0,2.0,150.0,2,45,4.86,5.0,5.0,4.86,5.0,5.0,4.86,False,146034262
51847577,The Dallas Pearl Lowest Greenville Casual Townhome,District 14,32.81258,-96.76571,Entire home,Entire home/apt,4,2.0,3.0,119.0,5,180,5.0,4.8,5.0,4.8,4.8,5.0,5.0,False,32999330
51893404,DOWNTOWN DALLAS- LUXURIOUS 1BED 1BATH MODERN PAD,District 2,32.80354,-96.77674,Entire rental unit,Entire home/apt,4,1.0,1.0,70.0,1,1125,4.82,4.84,4.84,4.89,4.89,4.73,4.78,True,397779955
51998664, Modern Luxe in Dallas  FREE Wine WIFI Wii games,District 10,32.89634,-96.7557,Entire home,Entire home/apt,16,4.0,6.0,470.0,1,180,4.86,4.98,4.9,4.98,5.0,4.88,4.88,True,364004962
52014593,*Love Field* Emerald Place,District 2,32.83688,-96.83226,Entire guesthouse,Entire home/apt,2,1.0,1.0,79.0,7,180,4.85,4.77,4.92,5.0,4.96,4.35,4.88,False,397915606
52043980,DAL069-Dallas Med District 2bd 2bth courtyard view,District 2,32.81121,-96.81739,Entire rental unit,Entire home/apt,4,2.0,3.0,123.0,30,360,5.0,5.0,5.0,5.0,5.0,5.0,4.0,True,1171880
52072641,Beautiful Unit Near Deep Ellum/Grnville/Baylor MC,District 2,32.80447,-96.77173,Entire rental unit,Entire home/apt,3,1.0,2.0,100.0,2,15,4.4,4.4,4.6,4.2,5.0,4.6,4.2,False,241215
52104232,Comfortable  and clean apartment on first floor!,District 12,32.99967,-96.77612,Entire rental unit,Entire home/apt,3,1.0,1.0,86.0,1,1125,4.88,4.85,4.73,5.0,4.98,4.9,4.9,False,90319222
52107198,Spacious/Quiet/Clean 2 Bedrms+2 Full Bathrms,District 9,32.85364,-96.6877,Entire home,Entire home/apt,5,2.0,2.0,170.0,2,60,4.6,4.6,4.7,5.0,5.0,4.8,4.8,False,116880529
52126844,Townhome above artist's studio in Bishop Arts,District 1,32.74928,-96.8311,Entire townhouse,Entire home/apt,8,3.0,5.0,428.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,306644278
52143313,Uptown 2 bedroom + den Super Comfortable,District 14,32.81621,-96.78559,Entire rental unit,Entire home/apt,7,3.0,4.0,150.0,28,320,,,,,,,,True,112593570
52155445,Brand New - Stylish & Modern 4-Bedroom Texas Ranch,District 13,32.88414,-96.86684,Entire home,Entire home/apt,8,4.0,4.0,279.0,2,1125,5.0,5.0,5.0,5.0,5.0,4.88,5.0,True,73407361
52164775,Stylish Home - Pool Table- 15 Min. to Downtown,District 3,32.72091,-96.97679,Entire home,Entire home/apt,6,3.0,3.0,202.0,3,1125,4.64,4.91,4.82,4.91,4.73,4.95,4.82,True,43042344
52169111,Bardo Loft 304,District 1,32.75067,-96.82338,Entire rental unit,Entire home/apt,2,1.0,1.0,94.0,1,65,4.75,4.88,4.81,4.81,5.0,4.88,4.75,True,373957214
52186258,*Rustic Realm*2QBeds*ConventionCenter* Gym*Valet*,District 2,32.77662,-96.79564,Entire rental unit,Entire home/apt,8,2.0,3.0,151.0,2,1125,4.67,4.75,4.67,4.42,4.67,4.67,4.58,True,80546953
52220016,"Affordability Meets Comfort! 3 Amazing Units, On-Site Restaurant & Bar, Free Breakfast",District 11,32.92617,-96.76378,Room in hotel,Private room,12,3.0,6.0,375.0,1,365,,,,,,,,True,5615582
52309458,Rustic Downtown Loft X RBA Living,District 2,32.77716,-96.79509,Entire rental unit,Entire home/apt,3,1.0,1.0,127.0,2,365,4.86,5.0,4.76,4.79,4.9,4.86,4.83,True,97150171
52404943,"Affordable Getaway! Minutes  White Rock Lake Park, Pool, Free Parking",District 11,32.92807,-96.76336,Room in hotel,Private room,4,1.0,2.0,125.0,1,365,,,,,,,,True,5615582
52484947,Simplicity and Convenience! Pool View w. Balcony!,District 10,32.91351,-96.73888,Entire rental unit,Entire home/apt,2,1.0,1.0,72.0,28,1125,4.63,4.25,4.88,5.0,5.0,4.63,4.5,True,329464978
52513268, STYLISH LUXE APT DOWNTOWN DALLAS- AA CENTER,District 2,32.79573,-96.81462,Entire rental unit,Entire home/apt,4,1.0,2.0,132.0,1,9,5.0,5.0,4.98,4.98,4.98,4.98,5.0,True,236146969
52517456,Deep Ellum/Downtown/Uptown/Fair Park 1BR Apartment,District 2,32.77865,-96.78659,Entire rental unit,Entire home/apt,4,1.0,1.0,96.0,1,29,4.89,4.89,4.81,4.75,4.97,4.97,4.89,True,141551161
52560317,Chic Modern Home,District 12,32.99048,-96.78686,Entire home,Entire home/apt,10,4.0,7.0,375.0,2,365,4.8,5.0,4.9,4.8,4.9,4.9,4.8,False,105820908
52576388,Dallas Grove | 7 beds | Backyard | Garage,District 6,32.7853,-96.84413,Entire home,Entire home/apt,10,3.0,7.0,161.0,2,1125,4.93,4.89,4.89,5.0,5.0,4.75,4.89,True,112691595
52596437,THE GROOVY VIBE,District 9,32.83105,-96.68622,Entire home,Entire home/apt,6,3.0,3.0,211.0,2,1125,4.81,4.96,4.78,4.85,4.67,4.93,4.89,True,212118803
52598830,Henderson Haven - 1 bedroom King Bed Private Patio,District 14,32.81753,-96.78208,Entire rental unit,Entire home/apt,2,1.0,1.0,101.0,1,365,5.0,5.0,4.97,5.0,5.0,4.97,4.97,False,14879587
52635590,THE BOHO LUXE ESCAPE FASTWIFIFREE COFFEE,District 14,32.79423,-96.78941,Entire rental unit,Entire home/apt,3,1.0,1.0,106.0,2,60,4.62,4.72,4.66,4.86,4.84,4.62,4.7,False,218157373
52638779,1-bed Corporate Condo 4 miles from Downtown Dallas,District 14,32.81754,-96.80658,Entire rental unit,Entire home/apt,2,1.0,1.0,150.0,2,90,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,202030836
52689100,Home On The Hill Near Downtown Dallas,District 4,32.69836,-96.8498,Entire home,Entire home/apt,6,3.0,4.0,155.0,4,90,4.8,4.8,4.8,5.0,5.0,4.8,4.9,False,75557070
52740403,"Rf. FOR A SINGLE GUEST, A PRIVATE ROOM, BEST DEAL!",District 8,32.67166,-96.74782,Private room in home,Private room,1,1.0,1.0,40.0,7,1125,,,,,,,,False,125752097
52796144,TIKI HUT,District 14,32.80615,-96.80196,Entire rental unit,Entire home/apt,4,1.0,2.0,68.0,1,365,4.71,4.86,4.79,4.86,4.86,4.93,4.86,True,42083772
52797848,Ultimate Game House with Rooftop Terrace,District 14,32.79753383756965,-96.79133429364911,Entire townhouse,Entire home/apt,10,3.0,5.0,193.0,1,365,5.0,4.95,4.95,5.0,5.0,4.88,4.81,False,427431300
52813463,"MODERN HIGH RISE, W/ STUNNING VIEW.",District 14,32.780980401456695,-96.7976372127962,Entire rental unit,Entire home/apt,3,1.0,1.0,169.0,2,3,,,,,,,,False,29102505
52856084,New Luxury Modern Open Concept | 2BR | Dallas,District 14,32.80922,-96.76726,Entire townhouse,Entire home/apt,4,2.0,4.0,239.0,1,1125,4.71,4.59,4.65,4.59,4.71,4.94,4.65,False,55212553
52857420,Lively Urban living/Knox Henderson District,District 14,32.81499,-96.78425,Entire townhouse,Entire home/apt,8,2.0,2.0,193.0,2,60,4.93,4.93,4.87,5.0,5.0,5.0,5.0,False,414861542
52899131,"MARVELOUS 1BR Near downtown! Pool, Gym, Balcony!",District 14,32.79743,-96.78906,Entire rental unit,Entire home/apt,4,1.0,1.0,102.0,1,28,4.74,4.78,4.74,4.37,4.89,4.7,4.56,True,345780100
52913989,Your Uptown/Downtown Dallas Loft w pool view,District 2,32.81016,-96.81777,Entire loft,Entire home/apt,4,1.0,2.0,92.0,1,7,4.89,4.89,4.83,4.8,4.94,4.97,4.83,True,416890129
52926822,ALL Luxury Getaway! Private Entrance & Kitchenette,District 9,32.83181,-96.67256,Private room in casa particular,Private room,2,1.0,1.0,66.0,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,415725578
52964834,Luxurious Dallas Home - 5 minutes from Downtown,District 6,32.78327,-96.85552,Entire home,Entire home/apt,16,4.0,7.0,237.0,2,1125,4.71,4.57,4.81,4.95,4.76,3.95,4.71,False,407831997
52966510,Private room in luxury 2B2B apartment by Galleria,District 11,32.93571,-96.8167,Private room in rental unit,Private room,2,1.0,1.0,48.0,2,1125,4.71,5.0,4.43,4.86,5.0,5.0,5.0,True,242900088
53005608,Dallas Casablanca Bungalow + Pool & Hot Tub,District 7,32.81612,-96.68147,Entire home,Entire home/apt,12,4.0,7.0,540.0,1,90,5.0,4.89,5.0,5.0,5.0,4.74,4.95,False,103331883
53044800,"Casa Mariposa: Extended Stays, Pets, Bishop Arts!",District 1,32.75363,-96.8387,Entire home,Entire home/apt,6,3.0,3.0,204.0,2,180,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,56393267
53115967,Cozy 3 Bedroom Home Cityplace Dallas,District 2,32.80561,-96.78237,Entire home,Entire home/apt,8,3.0,5.0,321.0,2,365,4.87,4.93,4.87,5.0,5.0,4.87,4.93,True,98434381
53116868,3rd room at green house,District 2,32.793409409157164,-96.75797554822304,Private room in home,Private room,1,1.0,1.0,40.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,249960325
53135542,Beautiful 1 Bedroom Loft in the Heart of Downtown,District 2,32.77872,-96.79754,Entire loft,Entire home/apt,4,1.0,2.0,109.0,2,365,4.56,4.72,4.61,3.89,4.61,4.67,4.67,True,192596428
53154959,Modern Studio Rental in the Heart of Uptown Dallas,District 14,32.79686,-96.79882,Entire rental unit,Entire home/apt,4,1.0,,139.0,1,150,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,22733504
53264421,Cozy 1-Bedroom Oaklawn condo,District 14,32.81413,-96.81186,Entire condo,Entire home/apt,2,1.0,1.0,68.0,1,31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,431215482
53268897,New Cozy Home in Dallas near Bishop Arts District,District 1,32.73548,-96.8431,Entire home,Entire home/apt,6,3.0,3.0,241.0,2,1125,5.0,5.0,5.0,5.0,5.0,4.86,5.0,True,431246376
53280915,Bishop Arts Studio w/ Free Parking WiFi,District 1,32.75358,-96.8276,Entire rental unit,Entire home/apt,2,,1.0,91.0,1,365,4.88,4.94,5.0,4.88,5.0,5.0,4.88,False,338035606
53282412,Cozy Downtown Dallas Hideaway with City Views,District 2,32.77029,-96.79289,Entire rental unit,Entire home/apt,5,1.0,1.0,115.0,1,1125,4.92,4.92,5.0,5.0,4.94,4.83,4.89,False,200596561
53310118,Cozy Studio with a comfortable Queen Bed near DT,District 2,32.79488,-96.76951,Entire rental unit,Entire home/apt,2,,1.0,81.0,1,1125,4.55,4.91,4.55,5.0,4.82,4.86,4.77,True,47055693
53313085,Farmhouse-ish. Farmhouse decor without the farm.,District 2,32.80846,-96.81186,Entire condo,Entire home/apt,4,2.0,2.0,75.0,30,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,49028930
53326120,"Cozy 1BR Apt near Parks, Mall &Nature ",District 13,32.86597,-96.75371,Entire rental unit,Entire home/apt,4,1.0,1.0,80.0,1,1125,4.83,4.83,5.0,5.0,5.0,4.33,4.67,False,381968845
53331126,2 Bed 2 Bath Getaway Close to DwnTwn Dallas,District 14,32.80093,-96.791,Entire rental unit,Entire home/apt,5,2.0,2.0,142.0,2,90,4.78,4.89,4.67,5.0,4.89,4.78,4.67,True,334800981
53356891,NEW Dallas Condo - 1 bedroom / 1 bath + pool view,District 11,32.95509,-96.79957,Entire condo,Entire home/apt,4,1.0,1.0,105.0,1,1125,5.0,5.0,4.86,5.0,5.0,5.0,4.86,False,121544944
53476353," Stunning Loft in DT Dallas w/ COOL Artist Mural I Pool,Gym,Theatr",District 2,32.77651,-96.79599,Entire loft,Entire home/apt,4,1.0,2.0,135.0,1,1125,4.82,4.94,4.82,4.7,4.76,4.82,4.76,True,28836312
53516229,"Luxury 3 Bed, 2.5 Bedroom Downtown Dallas",District 2,32.78388,-96.78267,Entire condo,Entire home/apt,6,3.0,5.0,222.0,1,365,4.33,3.89,4.78,3.89,4.33,4.67,4.56,False,432503132
53559523,Near Bishop Arts & Downtown (30 night minimum),District 1,32.75498,-96.85903,Entire condo,Entire home/apt,2,1.0,1.0,82.0,30,180,,,,,,,,True,22801521
53604453,LUXURY STAY IN THE  OF DALLAS FAST WIFI W/ &,District 2,32.80242,-96.77753,Entire rental unit,Entire home/apt,2,1.0,1.0,73.0,1,365,4.94,4.98,4.96,4.96,5.0,4.86,4.96,True,429328302
53623848,2Bed/1Bath Penthouse apartment in Uptown,District 14,32.80499,-96.7975,Entire rental unit,Entire home/apt,5,2.0,2.0,141.0,2,1125,4.22,4.5,4.11,4.44,4.83,4.89,4.44,True,280661175
53656561,Flexible / Steps to Highland Park / 4bedroom,District 14,32.82035,-96.81297,Entire townhouse,Entire home/apt,10,4.0,4.0,319.0,14,1125,,,,,,,,True,430957331
53666164,Downtown Arts District 1 Bedroom,District 14,32.78776,-96.79899,Entire rental unit,Entire home/apt,3,1.0,1.0,232.0,1,365,5.0,4.95,4.89,5.0,4.95,4.95,4.89,True,51318032
53690439,1 Bedroom Business/Leisure,District 14,32.79888,-96.78549,Entire rental unit,Entire home/apt,3,1.0,2.0,128.0,2,28,4.7,4.7,4.8,4.5,5.0,4.7,4.8,False,421084840
53773874,Luxury Large Studio Loft @ MEDICAL DISTRICT ,District 2,32.81778,-96.83416,Entire rental unit,Entire home/apt,4,1.0,1.0,85.0,3,60,4.5,5.0,4.5,5.0,5.0,5.0,4.5,False,403859537
53825770,1 BR King | | Free Valet Parking | Downtown Views # 1,District 2,32.77864,-96.79705,Entire rental unit,Entire home/apt,4,1.0,5.0,95.0,2,365,4.64,4.73,4.64,4.64,4.73,4.64,4.64,True,181794187
53830269,Downtown Dallas townhome in the city with yard,District 1,32.75043,-96.86128,Entire home,Entire home/apt,8,8.0,4.0,300.0,15,365,,,,,,,,False,177403307
53868482,Spacious 2BR | FREE parking | GYM | pool | WIFI,District 14,32.80964,-96.79466,Entire rental unit,Entire home/apt,5,2.0,2.0,169.0,28,320,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,108514926
53883416,Chic-Blue Modern Home |Downtown |Deep Ellum |2BR,District 2,32.80726,-96.77257,Entire rental unit,Entire home/apt,8,2.0,4.0,117.0,1,1125,4.33,4.67,4.89,4.11,3.89,4.11,4.22,True,339857476
53892565,"COMPLETE HOUSE ModernFarmhouse-Deep Ellum,Downtown",District 2,32.79336,-96.76789,Entire home,Entire home/apt,4,2.0,2.0,141.0,1,8,5.0,4.97,4.94,5.0,4.97,4.97,4.97,False,429952199
53899015,The Best Two-Bedroom + den in North Dallas ,District 11,32.93039,-96.81921,Entire rental unit,Entire home/apt,7,3.0,4.0,200.0,56,320,,,,,,,,True,211225279
53916096,Great one bedroom condo in North Dallas,District 11,32.93632,-96.80888,Entire condo,Entire home/apt,2,1.0,2.0,111.0,5,365,,,,,,,,True,52127894
53924151,Dallas coveted luxurious neighborhood 2 BR home,District 13,32.91296769182573,-96.81992130645348,Entire serviced apartment,Entire home/apt,5,2.0,2.0,242.0,30,365,,,,,,,,True,388805011
53933305,The Ultimate Retreat : Private Pool & Gas Firepit,District 11,32.9397,-96.77873,Entire home,Entire home/apt,16,5.0,8.0,496.0,2,365,4.83,5.0,4.75,5.0,4.83,4.83,5.0,True,18223041
53982904,Spanish Villa Walk to Hottest Spots in Bishop Arts,District 1,32.75916,-96.82969,Entire home,Entire home/apt,6,2.0,3.0,209.0,1,28,5.0,4.98,4.98,5.0,5.0,5.0,4.98,True,66227163
54036706,Rooftop Skyline &Office in popular Walkable Dallas,District 14,32.79591,-96.79118,Entire townhouse,Entire home/apt,6,3.0,5.0,359.0,2,365,5.0,4.8,5.0,5.0,5.0,5.0,5.0,False,437023876
54058200,Elegant 3 bdrm home on prestigious Swiss Ave,District 14,32.80583,-96.76454,Entire villa,Entire home/apt,4,3.0,3.0,850.0,30,365,,,,,,,,True,19393471
54066857,"Dog-Friendly Fourplex - Free WiFi, Central AC, 4 Washer/Dryers, 4 Full Kitchens",District 14,32.80094,-96.76549,Entire rental unit,Entire home/apt,8,4.0,4.0,500.0,2,365,,,,,,,,True,26497220
54121071,New Listing!!! Dallas Retro House | KING Bed & Backyard,District 2,32.80316,-96.78271,Entire home,Entire home/apt,8,3.0,4.0,234.0,2,90,,,,,,,,True,356896257
54128666,Amazing Place swimming pool and shopping Centers R,District 11,32.88513,-96.77122,Entire condo,Entire home/apt,4,1.0,2.0,89.0,4,1120,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,413855313
54156374,Cozy 3br/2 ba home near Lovefield Airport & UTSW,District 2,32.83699793243169,-96.8483222263713,Entire home,Entire home/apt,7,3.0,3.0,167.0,1,1125,5.0,5.0,4.8,5.0,5.0,5.0,5.0,True,45579305
54229502,Lovely Uptown Dallas 1B/1B - entire unit.,District 2,32.81248,-96.78933,Entire rental unit,Entire home/apt,4,1.0,1.0,127.0,2,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,234869624
54326979,"Trip to Dallas On the Budget! Pool, Free Breakfast, Minutes Dallas Galleria",District 11,32.92626,-96.76389,Room in hotel,Private room,6,1.0,3.0,139.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,415808927
54331134,Sophisticated New Build Perfect For Big Groups & Near Downtown,District 4,32.71095,-96.81675,Entire home,Entire home/apt,12,4.0,4.0,272.0,1,14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,120698742
502730727035921075,FREE WINE & SNACKS| NEAR EVERYTHING DWNTWN DALLAS,District 2,32.77028,-96.78638,Entire rental unit,Entire home/apt,4,1.0,1.0,116.0,3,1125,4.82,4.94,4.82,4.82,4.94,4.59,4.76,True,64056390
